Data,Otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
2021-07-02,139.8,139.2,139.8,137,8.15,0
2021-07-02,139.8,139.2,139.8,137,8.15,0.14
2021-07-01,133.6,139,139,131.2,3,0.87
2021-06-30,139,137.8,139.8,137.2,5.07,0.88
2021-06-29,136,136.6,138.2,135.2,4.05,0.29
2021-06-28,131.6,136.2,136.2,129.6,8.65,2.41
2021-06-25,128,133,136.2,127.6,3.52,4.72
2021-06-24,126.2,127,127,121,1.79,0.63
2021-06-23,127.4,126.2,128,126.2,1.95,-0.63
2021-06-22,128,127,128,126.2,1.28,-0.78
2021-06-21,129.6,128,129.6,126.2,6.75,-1.08
2021-06-18,123.8,129.4,130,123.6,5.32,4.52
2021-06-17,122,123.8,124,121.2,2.34,1.81
2021-06-16,123.6,121.6,123.6,121.2,1.7,-1.78
2021-06-15,120.8,123.8,123.8,119.6,2.15,2.48
2021-06-14,118.8,120.8,120.8,118.6,0.83,0.83
2021-06-11,123.4,119.8,125,119.2,9.8,-2.6
2021-06-10,120,123,123,119.2,3.77,1.82
2021-06-09,122.8,120.8,122.8,119.6,0.64,-0.49
2021-06-08,120.6,121.4,123,119.6,2.69,-0.98
2021-06-07,117.4,122.6,123,117.4,2.06,3.55
2021-06-04,120.8,118.4,121.2,116.8,2.85,0.17
2021-06-03,118.2,118.2,118.2,118.2,0,0
2021-06-01,118,118.2,119.4,117,2.08,0
2021-05-31,120,118.2,120,117.6,0.76,-0.67
2021-05-28,119.2,119,120.4,116.4,3.54,0
2021-05-27,125.6,119,126.2,119,34.59,-5.41
2021-05-26,120.2,125.8,126.2,120.2,11.58,4.31
2021-05-25,116.6,120.6,122,116.6,8.39,3.43
2021-05-24,117.2,116.6,119.4,115.4,4.04,-0.85
2021-05-21,119,117.6,120,117.4,11.24,-0.34
2021-05-20,117.8,118,119.4,116,4.69,0.85
2021-05-19,118.2,117,119,115.8,2.56,-1.18
2021-05-18,122.8,118.4,122.8,118.4,2.78,-2.15
2021-05-17,120.4,121,122.2,120.4,2.22,0.17
2021-05-14,123.2,120.8,124.8,120.8,5.57,-1.95
2021-05-13,126.4,123.2,126.4,121.6,4.69,-1.44
2021-05-12,122.8,125,126.2,122.8,7,1.96
2021-05-11,124,122.6,124.6,121.8,6.81,-3.16
2021-05-10,121,126.6,127,119.4,5.23,4.63
2021-05-07,122.2,121,122.8,121,5.2,-1.63
2021-05-06,125.8,123,125.8,122.2,9.78,-2.38
2021-05-05,122,126,126,121.8,3.17,2.44
2021-05-04,124.8,123,124.8,121.2,8.89,-1.6
2021-04-30,124.4,125,125.2,122.6,4.76,1.46
2021-04-29,123,123.2,124.4,122.2,5.08,0.16
2021-04-28,123,123,124.6,120.4,8.15,-1.13
2021-04-27,125,124.4,126.2,124.4,3.21,-1.27
2021-04-26,126.2,126,126.2,124.2,2.1,0.8
2021-04-23,123.4,125,126.2,120.4,5.46,-0.64
2021-04-22,127.8,125.8,127.8,124.6,3.23,-1.56
2021-04-21,127,127.8,128.6,126.4,3.33,-0.47
2021-04-20,127.6,128.4,129.4,127,7,0.31
2021-04-19,128,128,129.8,127.8,5.06,0
2021-04-16,128.2,128,128.2,127,8.96,0.63
2021-04-15,127,127.2,129,126.8,2.55,0.16
2021-04-14,127,127,128,126.2,11.9,0
2021-04-13,129,127,129,127,12.48,-1.55
2021-04-12,126.4,129,131,126.4,1.58,1.57
2021-04-09,129,127,129.4,126.4,5.7,-0.63
2021-04-08,127,127.8,128.8,126.8,3.98,1.43
2021-04-07,126.6,126,126.6,125.4,3.82,-0.32
2021-04-06,126,126.4,127,125.4,3.79,0.8
2021-04-05,125.4,125.4,125.4,125.4,0,0
2021-04-02,125.4,125.4,125.4,125.4,0,0
2021-04-01,125.6,125.4,126.6,124.4,1.53,-0.32
2021-03-31,125,125.8,126,122.6,3.13,2.28
2021-03-30,120.6,123,123.4,119.4,2.56,2.5
2021-03-29,120.6,120,120.8,119.2,0.94,1.52
2021-03-26,120.8,118.2,120.8,118.2,1.44,-0.67
2021-03-25,120,119,120,117.2,1.34,-1.49
2021-03-24,120.4,120.8,121,119,1.02,0.17
2021-03-23,120.6,120.6,121,118.4,0.78,-0.66
2021-03-22,117.2,121.4,121.8,117.2,1.72,4.3
2021-03-19,117.6,116.4,120.4,116.4,2.89,-2.18
2021-03-18,122.8,119,122.8,119,1.22,-3.09
2021-03-17,123.8,122.8,124,120.2,1.3,-0.97
2021-03-16,121,124,124,120.2,0.85,3.16
2021-03-15,121.8,120.2,123,120.2,1.96,-3.38
2021-03-11,120,124.4,124.4,120,4.36,4.36
2021-03-10,115.8,119.2,125,114,6.78,2.76
2021-03-09,117.6,116,117.6,114.6,8.91,-0.85
2021-03-08,118.4,117,119.6,116.8,3.28,-0.85
2021-03-05,120,118,120.6,117.6,1.56,-1.67
2021-03-04,122,120,122,119.8,1.32,0
2021-03-03,121.6,120,122.2,120,2.01,-0.17
2021-03-02,120,120.2,122.2,120,2.18,0
2021-03-01,121.2,120.2,123.6,118.4,2.19,-2.91
2021-02-26,122.6,123.8,127,119,7.01,-0.48
2021-02-25,120.8,124.4,124.6,118.4,3.76,3.49
2021-02-24,118,120.2,122.4,116.6,3.72,0.84
2021-02-23,126.8,119.2,126.8,118,7.8,-5.99
2021-02-22,127,126.8,127.6,125.4,8.13,-0.47
2021-02-19,128,127.4,129.6,126.6,3.94,-0.78
2021-02-18,128.4,128.4,129.8,128,8.26,0.31
2021-02-17,128,128,129.6,126.4,7.57,0.79
2021-02-16,126.8,127,128.4,125.6,4.3,0
2021-02-15,128,127,128,125.4,7.14,-0.78
2021-02-12,121,128,128.6,120.8,7.92,5.96
2021-02-11,117.2,120.8,120.8,117.2,6.17,2.37
2021-02-10,119,118,119.2,117.8,2.98,-1.01
2021-02-09,119.2,119.2,119.4,117.6,2.32,0.34
2021-02-08,120,118.8,120,118,2.35,-0.17
2021-02-05,116,119,120,115.4,6.92,0.17
2021-02-04,112,118.8,119.4,111,3.12,6.26
2021-02-03,111,111.8,111.8,110.6,5.57,0.9
2021-02-02,109,110.8,111.6,109,3.58,2.4
2021-02-01,113.2,108.2,113.4,108,3.47,-3.39
2021-01-29,107,112,113.6,105,4.73,4.67
2021-01-28,105.8,107,107,104.2,1.48,0.94
2021-01-27,106.2,106,107.4,105.6,1.32,-0.19
2021-01-26,106,106.2,106.6,103.2,3.51,2.12
2021-01-25,107.8,104,107.8,104,0.72,-3.17
2021-01-22,106.8,107.4,107.4,106.2,0.44,0.56
2021-01-21,108,106.8,108,105.4,1.26,-0.93
2021-01-20,108.8,107.8,109,105,1.94,-0.19
2021-01-19,107.6,108,108,106.8,5.43,0.93
2021-01-18,107,107,108.2,105,5.59,4.7
2021-01-15,103,102.2,104.8,101.4,0.73,0.39
2021-01-14,102.6,101.8,105.6,100.2,3,0
2021-01-13,105.4,101.8,106.6,101.6,1.42,-3.42
2021-01-12,108.8,105.4,108.8,105.2,1.46,-0.19
2021-01-11,104.8,105.6,108.4,104,2.24,0.76
2021-01-08,104.8,104.8,105.6,103.8,4.02,0.77
2021-01-07,104,104,104.6,103,5.72,0
2021-01-05,105.2,104,105.8,102.6,1.24,-1.89
2021-01-04,106.6,106,108,105.2,2.26,0.95
2020-12-31,105,105,105,105,0,0
2020-12-30,107.2,105,107.2,104.2,0.9,-2.05
2020-12-29,105,107.2,108.4,104.6,2.37,3.08
2020-12-28,103,104,106.2,102.6,2.19,1.96
2020-12-24,102,102,102,102,0,0
2020-12-23,100.8,102,103.8,100.8,0.71,1.39
2020-12-22,101.4,100.6,102.2,100.6,0.71,-0.98
2020-12-21,102,101.6,102,100.2,2.51,-0.39
2020-12-18,99.8,102,102,99.8,2,0.99
2020-12-17,102,101,102.8,100,1.27,0
2020-12-16,97,101,101.4,97,3.61,3.06
2020-12-15,97.4,98,98,97.1,3.35,0.93
2020-12-14,97.5,97.1,98.1,96.9,3.91,-1.42
2020-12-11,97.3,98.5,99.3,96.8,1.46,1.23
2020-12-10,98.4,97.3,98.7,96.7,11.1,-1.12
2020-12-09,99.4,98.4,99.5,97.9,15,-0.4
2020-12-08,99.2,98.8,99.2,98,0.65,0.71
2020-12-07,97,98.1,99.6,94.8,3.03,1.13
2020-12-04,97.5,97,97.5,96.5,1.57,0
2020-12-03,96,97,98,96,2.26,1.04
2020-12-02,96.9,96,97,96,2.58,-0.21
2020-12-01,95.5,96.2,96.9,95,1.69,0.73
2020-11-30,94,95.5,95.7,94,3.29,1.6
2020-11-27,91,94,95,90.5,3.86,3.3
2020-11-26,92,91,92.7,90.2,7.97,-1.09
2020-11-25,93.7,92,94.6,91.2,3.57,-1.81
2020-11-24,95.3,93.7,95.3,93,1.45,-1.68
2020-11-23,94.8,95.3,97.9,94.8,1.24,1.38
2020-11-20,94,94,95.5,93.8,7.67,0
2020-11-19,92.8,94,94.8,92.5,3.38,0.53
2020-11-18,94.5,93.5,96.5,93.4,1.58,-2.09
2020-11-17,96.5,95.5,97.5,94.6,1.57,-3.44
2020-11-16,96.5,98.9,99,93.4,4.13,2.91
2020-11-13,95.9,96.1,96.8,95.3,1.85,1.16
2020-11-12,92.7,95,97.7,92,4.86,4.28
2020-11-10,95.9,91.1,96,89.5,7.28,-5.01
2020-11-09,99.3,95.9,105,90.4,8.52,-2.24
2020-11-06,100,98.1,100,97.3,2.08,-1.8
2020-11-05,99.5,99.9,100.6,96.6,3.31,0.91
2020-11-04,99.3,99,99.7,98.4,1.65,0.41
2020-11-03,99,98.6,99.9,98.2,1.43,0.2
2020-11-02,96.1,98.4,98.5,96.1,3.54,3.14
2020-10-30,97.4,95.4,98.2,94.7,2.41,-4.02
2020-10-29,96.1,99.4,100.8,96,2.07,3.43
2020-10-28,106,96.1,106.2,95.6,4.47,-7.6
2020-10-27,106,104,106,102.6,4.28,0.19
2020-10-26,99.6,103.8,103.8,99.6,5.17,3.8
2020-10-23,100,100,104.6,97.3,10.55,-7.41
2020-10-22,103.6,108,108.8,103,10.63,2.66
2020-10-21,112,105.2,112,104.8,3.34,-5.73
2020-10-20,113,111.6,113.4,111.6,4.04,-1.24
2020-10-19,113,113,115,110,8.21,1.8
2020-10-16,103,111,117,103,10.54,10.12
2020-10-15,102.8,100.8,106.8,98.5,9.3,-2.14
2020-10-14,94.5,103,103.8,94,10.58,9.57
2020-10-13,95,94,95.4,93.5,1.41,0
2020-10-12,96.1,94,96.1,93.3,0.95,-0.95
2020-10-09,96.6,94.9,96.6,94,0.42,-1.56
2020-10-08,97.8,96.4,97.8,96,2.73,-1.43
2020-10-07,94.6,97.8,97.8,93,1.05,1.88
2020-10-06,99,96,99.3,95,1.3,-2.54
2020-10-05,94.5,98.5,98.5,94.5,1.43,4.23
2020-10-02,90.9,94.5,94.7,89.9,1.3,4.07
2020-10-01,92,90.8,92,89.4,2.52,-0.11
2020-09-30,89.5,90.9,90.9,86.6,0.89,0.66
2020-09-29,92.5,90.3,93.4,90,0.7,-1.85
2020-09-28,93.4,92,94.7,91.5,0.84,-1.39
2020-09-25,91.1,93.3,95.7,91.1,0.99,0
2020-09-24,91.5,93.3,93.3,91.1,2.06,1.74
2020-09-23,93.1,91.7,94.3,91.2,4.32,-2.45
2020-09-22,94.1,94,94.8,91.7,4.86,-0.53
2020-09-21,92,94.5,95,88,3.9,3.05
2020-09-18,87.3,91.7,91.9,87.3,1.77,3.62
2020-09-17,87,88.5,88.7,85.5,1.03,2.08
2020-09-16,85,86.7,87,85,0.47,0.58
2020-09-15,86.5,86.2,87.6,84.6,3.35,0.12
2020-09-14,88.4,86.1,88.4,86.1,1.26,-2.6
2020-09-11,90.5,88.4,91,88.4,0.83,-2.64
2020-09-10,90.2,90.8,91.7,88.5,1.19,0.11
2020-09-09,85,90.7,91,84.2,2.4,3.42
2020-09-08,88.9,87.7,88.9,80.2,4.53,-1.35
2020-09-07,91,88.9,93.3,85.1,1.68,-2.74
2020-09-04,90,91.4,93,90,1.1,-1.72
2020-09-03,94,93,95,91.2,3.03,-1.06
2020-09-02,88,94,95,83.5,3.78,4.91
2020-09-01,90,89.6,92.5,89,1.8,-1.54
2020-08-31,90.9,91,92,87.2,3.06,-2.26
2020-08-28,95,93.1,95,93.1,0.48,-1.9
2020-08-27,93.2,94.9,95,90.7,0.85,1.82
2020-08-26,96.3,93.2,96.3,91.4,1.76,-2.92
2020-08-25,96,96,96.1,93.7,1.45,1.05
2020-08-24,95,95,95,93.8,0.82,0.42
2020-08-21,96.9,94.6,96.9,93.7,1.56,-2.37
2020-08-20,98.8,96.9,98.8,96.2,4.03,-2.12
2020-08-19,98.8,99,99.5,98.1,3.37,0.81
2020-08-18,99,98.2,99,96.2,3.44,0.2
2020-08-17,98.8,98,100,96.3,1.05,2.62
2020-08-14,97,95.5,98.2,95.5,4.11,-2.45
2020-08-13,93.5,97.9,99.1,93.5,1.52,5.5
2020-08-12,94,92.8,95,86.8,4.75,-1.8
2020-08-11,96.5,94.5,97.9,93.1,1.5,-1.15
2020-08-10,100,95.6,102.8,94.1,5.77,-3.82
2020-08-07,93,99.4,99.8,93,3.64,7.46
2020-08-06,94.7,92.5,94.7,91.9,1.74,-1.39
2020-08-05,90,93.8,93.8,89,3.3,5.04
2020-08-04,89.8,89.3,90,88.5,0.94,0.45
2020-08-03,88.7,88.9,89.4,87,2.27,0.57
2020-07-31,87.5,88.4,89,85,4.29,1.03
2020-07-30,89.8,87.5,90,85.6,5.55,-2.56
2020-07-29,85.2,89.8,92.2,85,2.88,5.03
2020-07-28,85.4,85.5,85.7,84.5,2.07,0
2020-07-27,86.6,85.5,86.7,85.2,2.31,-1.16
2020-07-24,85,86.5,86.5,85,1.85,1.76
2020-07-23,83,85,86.7,82.2,1.4,2.41
2020-07-22,83.7,83,84.6,82.3,2.38,-0.84
2020-07-21,85,83.7,87,83.7,1.43,-1.06
2020-07-20,86,84.6,86.8,81.5,1.56,-0.7
2020-07-17,85,85.2,87,84.5,1.5,0.24
2020-07-16,82.2,85,89.5,81.5,8.72,11.4
2020-07-15,74.9,76.3,77.5,74.6,2.93,1.6
2020-07-14,76.5,75.1,77,74.1,1.17,-1.18
2020-07-13,76.2,76,77.4,75.6,3.96,-0.13
2020-07-10,74.5,76.1,76.9,72.8,0.88,0.79
2020-07-09,78.9,75.5,79,75,3.7,-3.21
2020-07-08,77.2,78,79.1,76.3,1.47,2.63
2020-07-07,77.4,76,78.4,75.1,4.97,-1.43
2020-07-06,73,77.1,79.5,73,8.8,6.49
2020-07-03,72.9,72.4,74.5,71.1,2.84,0.14
2020-07-02,70.4,72.3,73,70.1,7.08,4.18
2020-07-01,67,69.4,69.8,67,7.25,9.12
2020-06-30,64.6,63.6,64.8,62.2,1.43,-1.4
2020-06-29,63.9,64.5,64.9,62.5,0.9,2.06
2020-06-26,63,63.2,64.5,62.8,0.56,0.16
2020-06-25,63.5,63.1,65.4,62.1,2.92,0.96
2020-06-24,64.3,62.5,64.9,62.5,0.71,-2.8
2020-06-23,64,64.3,64.7,63.1,2.27,0.47
2020-06-22,63.7,64,65.7,63.1,0.8,1.59
2020-06-19,63,63,63,62.2,1.3,-1.1
2020-06-18,64.4,63.7,64.4,62.7,0.46,0
2020-06-17,62.9,63.7,64.4,62.9,1.01,1.11
2020-06-16,62,63,63.5,61.9,1.19,1.94
2020-06-15,61.2,61.8,63,60.7,0.87,0
2020-06-12,60.3,61.8,62.4,58.2,1.83,-1.12
2020-06-11,62.5,62.5,62.5,62.5,0,0
2020-06-09,60.1,62.5,63.4,59,2.21,5.04
2020-06-08,60,59.5,60.8,58.7,1.95,-0.34
2020-06-05,60,59.7,61.9,59.2,6.47,4.01
2020-06-04,58.1,57.4,58.2,56.8,2.46,-1.88
2020-06-03,60.7,58.5,60.7,57.2,4.64,-1.68
2020-06-02,60.5,59.5,61,58.8,5.11,-2.46
2020-06-01,61.3,61,62.2,60.8,0.86,-0.81
2020-05-29,62.7,61.5,62.7,61.4,3.05,-1.13
2020-05-28,63.1,62.2,63.8,61.1,2.7,0.65
2020-05-27,67,61.8,67,61.6,5.78,-7.76
2020-05-26,67.9,67,67.9,66.3,2.67,-1.47
2020-05-25,62.8,68,68.2,62.8,3.33,8.28
2020-05-22,61.6,62.8,62.8,61.5,0.36,0.8
2020-05-21,62.5,62.3,63.9,62.1,1.38,0.48
2020-05-20,63,62,63,61.8,2.29,-1.59
2020-05-19,63.7,63,63.7,62.1,2.6,-0.16
2020-05-18,63.4,63.1,64.7,62.9,3.25,-0.16
2020-05-15,62,63.2,63.2,61.3,0.96,3.78
2020-05-14,63,60.9,63.5,58.3,3.92,-4.84
2020-05-13,64.7,64,64.7,63.8,1.49,-1.39
2020-05-12,63.6,64.9,64.9,63.2,2.42,2.04
2020-05-11,61.9,63.6,63.8,61.1,2.46,2.75
2020-05-08,59.8,61.9,62.9,59.8,10.76,4.56
2020-05-07,58.8,59.2,59.2,58,3.47,0.68
2020-05-06,58.2,58.8,58.8,57.2,3.57,1.38
2020-05-05,57.9,58,59,57.3,2.28,0
2020-05-04,59.2,58,59.2,57,4.27,-2.52
2020-04-30,58.7,59.5,59.5,57.4,2.88,1.54
2020-04-29,57.4,58.6,58.8,56,2.67,2.81
2020-04-28,55.4,57,57.5,55,5.04,2.89
2020-04-27,52.7,55.4,55.7,52.5,5.66,5.73
2020-04-24,52.7,52.4,53.9,51.7,3.45,-2.96
2020-04-23,52.5,54,54,50.8,3.6,3.65
2020-04-22,53.1,52.1,54,51.9,4.06,-3.16
2020-04-21,54.2,53.8,54.2,51.8,7.68,0.56
2020-04-20,55,53.5,55,52.4,2.84,-1.83
2020-04-17,55,54.5,56.4,54.3,5.9,0.37
2020-04-16,47.95,54.3,55.8,47.95,14.41,15.29
2020-04-15,45.6,47.1,48.45,45.6,5.11,3.52
2020-04-14,45.5,45.5,45.8,44.95,1.99,-0.66
2020-04-13,45.8,45.8,45.8,45.8,0,0
2020-04-10,45.8,45.8,45.8,45.8,0,0
2020-04-09,46.9,45.8,46.9,45.4,0.51,-2.35
2020-04-08,45.05,46.9,46.9,44.65,2.59,4.22
2020-04-07,46,45,47.5,43.55,1.66,-1.53
2020-04-06,43.95,45.7,45.7,43.95,7.96,3.98
2020-04-03,43.4,43.95,44.2,42.7,1.07,2.81
2020-04-02,42.5,42.75,42.75,42.35,4.39,0.71
2020-04-01,42.15,42.45,42.8,42,1,0.71
2020-03-31,42.5,42.15,43.3,41.85,2.39,-0.82
2020-03-30,42.5,42.5,43,41.4,2.95,0
2020-03-27,41.7,42.5,42.85,41,4.62,3.16
2020-03-26,40,41.2,41.35,40,1.96,1.48
2020-03-25,42,40.6,42.5,39.7,8.17,-0.98
2020-03-24,40.9,41,42,40.45,1.87,1.86
2020-03-23,42,40.25,42,40.1,0.82,-6.4
2020-03-20,43.3,43,44.8,42.8,6.91,0.47
2020-03-19,38.95,42.8,42.8,38.5,3.24,11.02
2020-03-18,38.35,38.55,40.05,38.05,3.88,0.52
2020-03-17,37.25,38.35,39.4,36.6,2.79,3.65
2020-03-16,34.8,37,37,33.9,1.52,0
2020-03-13,36.1,37,37.95,35.1,1.5,-3.27
2020-03-12,38.25,38.25,38.25,38.25,0,0
2020-03-11,38.25,38.25,38.25,38.25,0,0
2020-03-10,40.55,38.25,41.45,38,1.29,-5.67
2020-03-09,41,40.55,41.85,39.9,2.94,-7.63
2020-03-06,43.9,43.9,43.9,41.5,7.5,-0.23
2020-03-05,44.85,44,45,43.7,2.7,0.34
2020-03-04,44,43.85,44.4,43.55,3.03,-2.34
2020-03-03,43.5,44.9,44.9,42,1,4.42
2020-03-02,43.3,43,44.2,41.6,1.38,-0.69
2020-02-28,39.7,43.3,43.3,38.7,6.47,0
2020-02-27,45,43.3,45,40.5,2.81,-4.94
2020-02-26,44.5,45.55,47,43.5,1.32,2.36
2020-02-25,43,44.5,44.5,43,1.62,2.77
2020-02-24,45.15,43.3,45.5,42.2,2.51,-4.84
2020-02-21,46.5,45.5,46.5,44.4,1.31,-1.52
2020-02-20,47,46.2,47.5,46.2,1.08,-1.7
2020-02-19,47.2,47,47.2,46.5,1.36,0
2020-02-18,47.2,47,47.2,46.6,0.13,-0.42
2020-02-17,47.2,47.2,47.6,47.1,0.23,0.43
2020-02-14,47,47,47,46.4,0.35,0
2020-02-13,47.5,47,47.5,46.75,0.1,-0.42
2020-02-12,46.5,47.2,47.2,46.35,0.44,1.72
2020-02-11,46.05,46.4,46.4,45.9,0.29,0.87
2020-02-10,45.5,46,46,45.5,1.35,1.1
2020-02-07,46.4,45.5,46.4,45.4,0.63,-1.19
2020-02-06,46.95,46.05,46.95,45.9,1.14,-1.5
2020-02-05,46.85,46.75,46.95,46.25,1.43,-0.32
2020-02-04,46.15,46.9,46.9,46.15,0.35,1.63
2020-02-03,46.1,46.15,46.85,46.1,0.52,-1.7
2020-01-31,47,46.95,47,46,0.24,-0.74
2020-01-30,47.5,47.3,47.5,46.05,0.32,0.64
2020-01-29,47.35,47,47.5,46.95,3.17,-0.74
2020-01-28,47.1,47.35,47.35,45.5,0.41,0
2020-01-27,48,47.35,48,45.2,2.14,-0.32
2020-01-24,47.35,47.5,47.8,47,0.49,0.32
2020-01-23,47.1,47.35,47.95,47,3.6,0.96
2020-01-22,46.7,46.9,47.1,46.2,1.13,0.43
2020-01-21,46.7,46.7,46.9,46.5,2,0
2020-01-20,45.95,46.7,46.7,45.9,1.11,1.74
2020-01-17,45.3,45.9,46,45,3.32,1.32
2020-01-16,43,45.3,45.9,42.55,2.87,7.86
2020-01-15,43.2,42,43.2,42,0.44,-2.55
2020-01-14,43.2,43.1,43.2,42.9,0.19,-0.23
2020-01-13,43.3,43.2,43.35,42.5,0.27,-0.12
2020-01-10,42.9,43.25,43.5,42.9,0.2,1.05
2020-01-09,43.5,42.8,43.5,42.5,0.19,-0.81
